0.1,0.27278742,0.20664982,0.13298967,0.094018325
0.2,0.5483066,0.43391442,0.29133815,0.2149527
0.3,0.7133202,0.58540297,0.41094658,0.3132869
0.4,0.82101667,0.6944685,0.50692624,0.39623898
0.5,0.8875272,0.771155,0.58319896,0.4655243
0.6,0.9314578,0.82890093,0.64680916,0.5256052
0.7,0.9616147,0.87423116,0.70135844,0.57880586
0.8,0.9805964,0.908719,0.7474443,0.62549806
0.9,0.9913279,0.9343716,0.7862454,0.666447
1.0,0.99734986,0.9541312,0.8199181,0.7032374
1.1,0.9995997,0.968698,0.8487729,0.7360314
1.2,1.0,0.9792369,0.87338865,0.76522034
1.3,0.99870616,0.98646325,0.89442235,0.79130983
1.4,0.99758536,0.99240744,0.913338,0.8153388
1.5,0.9956166,0.996331,0.92973745,0.837141
1.6,0.9939309,0.9988699,0.9438742,0.85679084
1.7,0.99183106,0.9999763,0.95574415,0.8743116
1.8,0.98968524,1.0,0.9656379,0.8899581
1.9,0.9869526,0.99874026,0.9733753,0.9036085
2.0,0.98455185,0.99715704,0.9798231,0.915851
2.1,0.9820162,0.995399,0.9853208,0.92703545
2.2,0.9799627,0.99386173,0.9899724,0.9372404
2.3,0.976935,0.9912219,0.9930857,0.94586384
2.4,0.9748716,0.98936456,0.9958089,0.9537832
2.5,0.9725007,0.98740494,0.9977613,0.960869
2.6,0.96966535,0.9847465,0.99851686,0.9666535
2.7,0.9669914,0.9823598,0.9993484,0.9723252
2.8,0.96474594,0.98032993,1.0,0.97756696
2.9,0.96202874,0.97788835,0.99985886,0.9818561
3.0,0.9591058,0.97530663,0.99932027,0.98550063
3.1,0.95619756,0.97263235,0.9982426,0.9884013
3.2,0.9539447,0.97058964,0.9975083,0.99132496
3.3,0.95098895,0.9678136,0.9961352,0.99362874
3.4,0.9479926,0.9651957,0.9947451,0.9955433
3.5,0.9453428,0.9627715,0.99324095,0.99710876
3.6,0.9424237,0.9601576,0.99160635,0.9983211
3.7,0.93942535,0.9574736,0.98954546,0.99892807
3.8,0.9367807,0.9551282,0.9877121,0.9995514
3.9,0.9336606,0.9524103,0.98583037,1.0
4.0,0.9307748,0.9498422,0.98372483,0.99995583
4.1,0.9280701,0.947364,0.9815343,0.9996117
4.2,0.9247346,0.94447935,0.97922224,0.99905014
4.3,0.9217797,0.9417423,0.97694045,0.9982786
4.4,0.91884226,0.93920887,0.9748347,0.99764
4.5,0.91563433,0.9362615,0.9722876,0.9964944
4.6,0.91279393,0.9336916,0.9700946,0.99544144
4.7,0.909105,0.9307095,0.96783656,0.99422276
4.8,0.90669245,0.9284915,0.96587217,0.9931281
4.9,0.9034618,0.9256273,0.9635505,0.991636
5.0,0.9001773,0.9227541,0.96093583,0.9898492
5.1,0.89725024,0.9201802,0.95871013,0.98819476
5.2,0.89385283,0.9171291,0.9561823,0.98629797
5.3,0.8905579,0.9141777,0.95386165,0.9845941
5.4,0.8880478,0.91192347,0.9519957,0.9831747
5.5,0.8849033,0.90910995,0.9496604,0.981341
5.6,0.88181883,0.9063623,0.9471369,0.97915184
5.7,0.8781631,0.9031321,0.9444976,0.9770027
5.8,0.87455326,0.8998072,0.9417709,0.97469735
5.9,0.87155354,0.8971594,0.93951094,0.972678
6.0,0.8680228,0.8941187,0.9371156,0.97067285
6.1,0.86526614,0.89154744,0.93477017,0.96860397
6.2,0.8622036,0.8890412,0.93273807,0.96687204
6.3,0.85886645,0.8859796,0.9302337,0.9646266
6.4,0.8561251,0.8835654,0.9280814,0.9626656
6.5,0.85275465,0.88052547,0.9255716,0.9605351
6.6,0.8488752,0.87715304,0.9228442,0.9581405
6.7,0.8460674,0.8746201,0.9206125,0.95614964
6.8,0.8432677,0.8718743,0.91828793,0.9540339
6.9,0.8392971,0.86849105,0.9156267,0.95178574
7.0,0.83576894,0.86536694,0.9130687,0.9495463
7.1,0.8329625,0.8628836,0.9108638,0.94749695
7.2,0.83021003,0.86042935,0.9087284,0.9454836
